Gene	UniProt	Domain_Name	Start	End
FLG	FILA	EF-hand 2	49	84
FN1	FINC	Fibronectin type-I 1	50	90
FN1	FINC	Fibronectin type-I 2	95	138
FN1	FINC	Fibronectin type-I 3	139	182
FN1	FINC	Fibronectin type-I 4	184	228
FN1	FINC	Fibronectin type-I 5	229	273
FN1	FINC	Fibronectin type-I 6	306	345
FN1	FINC	Fibronectin type-II 1	355	403
FN1	FINC	Fibronectin type-II 2	415	463
FN1	FINC	Fibronectin type-I 7	468	511
FN1	FINC	Fibronectin type-I 8	516	558
FN1	FINC	Fibronectin type-I 9	559	602
FN1	FINC	Fibronectin type-III 1	610	702
FN1	FINC	Fibronectin type-III 2	722	812
FN1	FINC	Fibronectin type-III 3	813	904
FN1	FINC	Fibronectin type-III 4	909	998
FN1	FINC	Fibronectin type-III 5	999	1088
FN1	FINC	Fibronectin type-III 6	1089	1175
FN1	FINC	Fibronectin type-III 7	1176	1270
FN1	FINC	Fibronectin type-III 8; extra domain B	1271	1359
FN1	FINC	Fibronectin type-III 9	1360	1452
FN1	FINC	Fibronectin type-III 10	1453	1540
FN1	FINC	Fibronectin type-III 11	1541	1634
FN1	FINC	Fibronectin type-III 12	1635	1726
FN1	FINC	Fibronectin type-III 13; extra domain A	1727	1814
FN1	FINC	Fibronectin type-III 14	1815	1908
FN1	FINC	Fibronectin type-III 15	1909	1995
FN1	FINC	Fibronectin type-III 16	1996	2086
FN1	FINC	Fibronectin type-III 17	2194	2288
FN1	FINC	Fibronectin type-I 10	2295	2339
FN1	FINC	Fibronectin type-I 11	2340	2382
FN1	FINC	Fibronectin type-I 12	2384	2427
FKBP10	FKB10	PPIase FKBP-type 1	62	150
FKBP10	FKB10	PPIase FKBP-type 2	174	262
FKBP10	FKB10	PPIase FKBP-type 3	286	374
FKBP10	FKB10	PPIase FKBP-type 4	399	486
FKBP10	FKB10	EF-hand 1	497	532
FKBP10	FKB10	EF-hand 2	542	577
FKBP11	FKB11	PPIase FKBP-type	57	144
FKBP14	FKB14	PPIase FKBP-type	45	135
FKBP14	FKB14	EF-hand 1	135	170
FKBP14	FKB14	EF-hand 2	179	211
FKBP15	FKB15	PPIase FKBP-type	197	290
FKBP1A	FKB1A	PPIase FKBP-type	20	108
FKBP1B	FKB1B	PPIase FKBP-type	20	108
FKBP1C	FKB1C	PPIase FKBP-type	20	108
FKBP9P1	FKB9L	PPIase FKBP-type	1	49
FKBP9P1	FKB9L	EF-hand 1	60	95
FKBP9P1	FKB9L	EF-hand 2	105	140
FKBP2	FKBP2	PPIase FKBP-type	49	137
FKBP3	FKBP3	PPIase FKBP-type	128	224
FKBP4	FKBP4	PPIase FKBP-type 1	50	138
FKBP4	FKBP4	PPIase FKBP-type 2	167	253
FKBP5	FKBP5	PPIase FKBP-type 1	42	130
FKBP5	FKBP5	PPIase FKBP-type 2	157	243
FKBP6	FKBP6	PPIase FKBP-type	54	143
FKBP7	FKBP7	PPIase FKBP-type	53	145
FKBP7	FKBP7	EF-hand 1	145	180
FKBP7	FKBP7	EF-hand 2	189	222
FKBP8	FKBP8	PPIase FKBP-type	120	204
FKBP9	FKBP9	PPIase FKBP-type 1	54	142
FKBP9	FKBP9	PPIase FKBP-type 2	166	254
FKBP9	FKBP9	PPIase FKBP-type 3	278	365
FKBP9	FKBP9	PPIase FKBP-type 4	389	477
FKBP9	FKBP9	EF-hand 1	488	523
FKBP9	FKBP9	EF-hand 2	533	568
FLCN	FLCN	uDENN FLCN/SMCR8-type	86	242
FLCN	FLCN	cDENN FLCN/SMCR8-type	339	491
FLCN	FLCN	dDENN FLCN/SMCR8-type	493	558
FLI1	FLI1	PNT	112	198
FLNA	FLNA	Calponin-homology (CH) 1	43	149
FLNA	FLNA	Calponin-homology (CH) 2	166	269
FLNB	FLNB	Calponin-homology (CH) 1	16	122
FLNB	FLNB	Calponin-homology (CH) 2	139	242
FLNC	FLNC	Calponin-homology (CH) 1	36	142
FLNC	FLNC	Calponin-homology (CH) 2	159	262
FLRT1	FLRT1	LRRNT	49	81
FLRT1	FLRT1	LRRCT	328	380
FLRT1	FLRT1	Fibronectin type-III	437	532
FLRT2	FLRT2	LRRNT	36	63
FLRT2	FLRT2	LRRCT	310	362
FLRT2	FLRT2	Fibronectin type-III	419	517
FLRT3	FLRT3	LRRNT	29	58
FLRT3	FLRT3	LRRCT	305	357
FLRT3	FLRT3	Fibronectin type-III	409	504
FLT3	FLT3	Ig-like C2-type	253	343
FLT3	FLT3	Protein kinase	610	943
FMN1	FMN1	FH1	870	957
FMN1	FMN1	FH2	972	1388
FMN2	FMN2	FH1	758	1268
FMN2	FMN2	FH2	1283	1698
FMNL1	FMNL1	GBD/FH3	27	468
FMNL1	FMNL1	FH2	632	1023
FMNL1	FMNL1	DAD	1059	1090
FMNL2	FMNL2	GBD/FH3	23	469
FMNL2	FMNL2	FH2	616	1007
FMNL2	FMNL2	DAD	1040	1079
FMNL3	FMNL3	GBD/FH3	26	472
FMNL3	FMNL3	FH2	561	951
FMNL3	FMNL3	DAD	986	1018
FMOD	FMOD	LRRNT	67	105
FMR1NB	FMR1N	P-type	125	184
FMR1	FMR1	Agenet-like 1	4	50
FMR1	FMR1	Agenet-like 2	63	115
FMR1	FMR1	KH 1	222	251
FMR1	FMR1	KH 2	285	314
FNBP1	FNBP1	F-BAR	1	264
FNBP1	FNBP1	REM-1	404	481
FNBP1	FNBP1	SH3	550	611
FNBP4	FNBP4	WW 1	214	248
FNBP4	FNBP4	WW 2	595	629
FNDC10	FND10	Fibronectin type-III	74	166
FNDC11	FND11	Fibronectin type-III	210	307
FNDC3A	FND3A	Fibronectin type-III 1	268	369
FNDC3A	FND3A	Fibronectin type-III 2	373	465
FNDC3A	FND3A	Fibronectin type-III 3	469	562
FNDC3A	FND3A	Fibronectin type-III 4	566	660
FNDC3A	FND3A	Fibronectin type-III 5	664	757
FNDC3A	FND3A	Fibronectin type-III 6	761	851
FNDC3A	FND3A	Fibronectin type-III 7	861	950
FNDC3A	FND3A	Fibronectin type-III 8	951	1045
FNDC3A	FND3A	Fibronectin type-III 9	1046	1151
FNDC3B	FND3B	Fibronectin type-III 1	278	377
FNDC3B	FND3B	Fibronectin type-III 2	381	473
FNDC3B	FND3B	Fibronectin type-III 3	477	570
FNDC3B	FND3B	Fibronectin type-III 4	574	669
FNDC3B	FND3B	Fibronectin type-III 5	673	765
FNDC3B	FND3B	Fibronectin type-III 6	766	859
FNDC3B	FND3B	Fibronectin type-III 7	871	957
FNDC3B	FND3B	Fibronectin type-III 8	958	1052
FNDC3B	FND3B	Fibronectin type-III 9	1056	1153
FNDC1	FNDC1	Fibronectin type-III 1	39	131
FNDC1	FNDC1	Fibronectin type-III 2	158	258
FNDC1	FNDC1	Fibronectin type-III 3	262	357
FNDC1	FNDC1	Fibronectin type-III 4	362	457
FNDC1	FNDC1	Fibronectin type-III 5	1658	1752
FNDC4	FNDC4	Fibronectin type-III	47	140
FNDC5	FNDC5	Fibronectin type-III	84	175
FNDC7	FNDC7	Fibronectin type-III 1	28	115
FNDC7	FNDC7	Fibronectin type-III 2	116	202
FNDC7	FNDC7	Fibronectin type-III 3	203	288
FNDC7	FNDC7	Fibronectin type-III 4	289	373
FNDC7	FNDC7	Fibronectin type-III 5	374	459
FNDC7	FNDC7	Fibronectin type-III 6	460	544
FNDC7	FNDC7	Fibronectin type-III 7	545	632
FNDC7	FNDC7	Fibronectin type-III 8	631	715
FNDC8	FNDC8	Fibronectin type-III	179	280
FNDC9	FNDC9	Fibronectin type-III	1	101
FNIP1	FNIP1	uDENN FNIP1/2-type	37	478
FNIP1	FNIP1	cDENN FNIP1/2-type	486	1092
FNIP1	FNIP1	dDENN FNIP1/2-type	1102	1157
FNIP2	FNIP2	uDENN FNIP1/2-type	42	460
FNIP2	FNIP2	cDENN FNIP1/2-type	468	1040
FNIP2	FNIP2	dDENN FNIP1/2-type	1050	1105
FOSB	FOSB	bZIP	155	218
FOSL1	FOSL1	bZIP	105	168
FOSL2	FOSL2	bZIP	124	187
FOS	FOS	bZIP	137	200
FOXK1	FOXK1	FHA	123	175
FOXK2	FOXK2	FHA	54	128
PTGFRN	FPRP	Ig-like C2-type 1	26	129
PTGFRN	FPRP	Ig-like C2-type 2	149	268
PTGFRN	FPRP	Ig-like C2-type 3	276	394
PTGFRN	FPRP	Ig-like C2-type 4	406	536
PTGFRN	FPRP	Ig-like C2-type 5	544	662
PTGFRN	FPRP	Ig-like C2-type 6	688	813
FER1L5	FR1L5	C2 1	1	99
FER1L5	FR1L5	C2 2	152	265
FER1L5	FR1L5	C2 3	308	425
FER1L5	FR1L5	C2 4	1057	1188
FER1L5	FR1L5	C2 5	1213	1346
FER1L5	FR1L5	C2 6	1467	1587
FER1L5	FR1L5	C2 7	1705	1853
FER1L6	FR1L6	C2 1	65	181
FER1L6	FR1L6	C2 2	225	356
FER1L6	FR1L6	C2 3	810	937
FER1L6	FR1L6	C2 4	969	1099
FER1L6	FR1L6	C2 5	1338	1457
FER1L6	FR1L6	C2 6	1578	1729
FRMD8P1	FR8P1	FERM	30	369
FRAS1	FRAS1	VWFC 1	27	88
FRAS1	FRAS1	VWFC 2	93	153
FRAS1	FRAS1	VWFC 3	157	217
FRAS1	FRAS1	VWFC 4	219	279
FRAS1	FRAS1	VWFC 5	283	343
FRAS1	FRAS1	VWFC 6	347	417
FRAS1	FRAS1	Calx-beta 1	2543	2646
FRAS1	FRAS1	Calx-beta 2	2659	2770
FRAS1	FRAS1	Calx-beta 3	2784	2890
FRAS1	FRAS1	Calx-beta 4	2905	3007
FRAS1	FRAS1	Calx-beta 5	3025	3129
FREM1	FREM1	Calx-beta	1731	1830
FREM1	FREM1	C-type lectin	2060	2174
FREM2	FREM2	Calx-beta 1	1759	1858
FREM2	FREM2	Calx-beta 2	1871	1982
FREM2	FREM2	Calx-beta 3	1997	2103
FREM2	FREM2	Calx-beta 4	2118	2220
FREM2	FREM2	Calx-beta 5	2238	2342
FREM3	FREM3	Calx-beta 1	1764	1862
FREM3	FREM3	Calx-beta 2	1875	1985
FREM3	FREM3	Calx-beta 3	2000	2106
FTH1	FRIH	Ferritin-like diiron	11	160
FTL	FRIL	Ferritin-like diiron	7	156
FRK	FRK	SH3	42	110
FRK	FRK	SH2	116	208
FRK	FRK	Protein kinase	234	491
FRMD4A	FRM4A	FERM	20	322
FRMD4B	FRM4B	FERM	59	361
FRMD1	FRMD1	FERM	54	369
FRMD3	FRMD3	FERM	32	312
FRMD5	FRMD5	FERM	17	298
FRMD6	FRMD6	FERM	16	328
FRMD7	FRMD7	FERM	2	282
FRMD8	FRMD8	FERM	30	376
FRMPD2B	FRP2L	PDZ 1	1	46
FRMPD2B	FRP2L	PDZ 2	90	178
FRMPD1	FRPD1	PDZ	57	135
FRMPD1	FRPD1	FERM	181	496
FRMPD2	FRPD2	KIND	15	197
FRMPD2	FRPD2	FERM	342	642
FRMPD2	FRPD2	PDZ 1	775	861
FRMPD2	FRPD2	PDZ 2	950	1035
FRMPD2	FRPD2	PDZ 3	1079	1167
FRMPD3	FRPD3	PDZ	21	98
FRMPD3	FRPD3	FERM	147	461
FRMPD4	FRPD4	WW	33	66
FRMPD4	FRPD4	PDZ	78	155
FRMPD4	FRPD4	FERM	204	519
FRRS1	FRRS1	Reelin	13	179
FRRS1	FRRS1	DOMON	216	331
FRRS1	FRRS1	Cytochrome b561	335	534
FRRS1L	FRS1L	DOMON	119	234
FRS2	FRS2	IRS-type PTB	13	115
FRS3	FRS3	IRS-type PTB	13	115
FADS2B	FS2P1	Cytochrome b5 heme-binding	56	132
FSD1L	FSD1L	COS	137	194
FSD1L	FSD1L	Fibronectin type-III	196	300
FSD1L	FSD1L	B30.2/SPRY	300	506
FSD1	FSD1	COS	105	162
FSD1	FSD1	Fibronectin type-III	164	268
FSD1	FSD1	B30.2/SPRY	268	477
FSD2	FSD2	Fibronectin type-III 1	375	470
FSD2	FSD2	Fibronectin type-III 2	471	564
FSD2	FSD2	B30.2/SPRY	546	744
FSHR	FSHR	LRRNT	18	46
FSTL1	FSTL1	Follistatin-like	30	53
FSTL1	FSTL1	Kazal-like	48	100
FSTL1	FSTL1	EF-hand 1	144	178
FSTL1	FSTL1	EF-hand 2	193	228
FSTL1	FSTL1	VWFC	233	287
FSTL3	FSTL3	TB	36	107
FSTL3	FSTL3	Follistatin-like 1	99	119
FSTL3	FSTL3	Kazal-like 1	113	169
FSTL3	FSTL3	Follistatin-like 2	170	193
FSTL3	FSTL3	Kazal-like 2	189	245
FSTL4	FSTL4	Kazal-like	81	135
FSTL4	FSTL4	EF-hand	174	209
FSTL4	FSTL4	Ig-like 1	251	338
FSTL4	FSTL4	Ig-like 2	341	426
FSTL5	FSTL5	Kazal-like	83	135
FSTL5	FSTL5	EF-hand 1	175	210
FSTL5	FSTL5	EF-hand 2	211	246
FSTL5	FSTL5	Ig-like 1	250	337
FSTL5	FSTL5	Ig-like 2	341	426
FST	FST	TB	30	103
FST	FST	Follistatin-like 1	94	117
FST	FST	Kazal-like 1	112	166
FST	FST	Follistatin-like 2	167	190
FST	FST	Kazal-like 2	186	241
FST	FST	Follistatin-like 3	244	268
FST	FST	Kazal-like 3	264	318
FTMT	FTMT	Ferritin-like diiron	70	219
RPGRIP1L	FTM	C2 1	577	713
RPGRIP1L	FTM	C2 2	773	897
FUBP1	FUBP1	KH 1	100	164
FUBP1	FUBP1	KH 2	185	251
FUBP1	FUBP1	KH 3	275	339
FUBP1	FUBP1	KH 4	376	443
KHSRP	FUBP2	KH 1	144	208
KHSRP	FUBP2	KH 2	233	299
KHSRP	FUBP2	KH 3	322	386
KHSRP	FUBP2	KH 4	424	491
FUBP3	FUBP3	KH 1	77	141
FUBP3	FUBP3	KH 2	162	228
FUBP3	FUBP3	KH 3	253	317
FUBP3	FUBP3	KH 4	354	421
FURIN	FURIN	Peptidase S8	121	435
FURIN	FURIN	P/Homo B	444	576
FUS	FUS	RRM	285	371
FUT8	FUT8	GT23	206	493
FUT8	FUT8	SH3	502	563
FAXDC2	FXDC2	Fatty acid hydroxylase	176	299
FBXL12	FXL12	F-box	1	47
FBXL13	FXL13	F-box	152	198
FBXL14	FXL14	F-box	2	48
FBXL15	FXL15	F-box	19	66
FBXL16	FXL16	F-box	94	139
FBXL17	FXL17	F-box	318	365
FBXL18	FXL18	F-box	25	72
FBXL19	FXL19	F-box	418	464
FBXL20	FXL20	F-box	22	68
FBXL21P	FXL21	F-box	39	85
FBXL22	FXL22	F-box	6	52
FXR1	FXR1	Agenet-like 1	4	50
FXR1	FXR1	Agenet-like 2	63	115
FXR1	FXR1	KH 1	222	251
FXR1	FXR1	KH 2	285	314
FXR2	FXR2	Agenet-like 1	14	60
FXR2	FXR2	Agenet-like 2	73	125
FXR2	FXR2	KH 1	232	261
FXR2	FXR2	KH 2	295	324
FYB1	FYB1	SH3 1	511	572
FYB1	FYB1	SH3 2	700	768
FYB2	FYB2	SH3	664	724
FYCO1	FYCO1	RUN	36	169
FYCO1	FYCO1	GOLD	1337	1466
FYN	FYN	SH3	82	143
FYN	FYN	SH2	149	246
FYN	FYN	Protein kinase	271	524
PIKFYVE	FYV1	DEP	365	440
PIKFYVE	FYV1	PIPK	1758	2084
FZD10	FZD10	FZ	29	150
FZD1	FZD1	FZ	111	230
FZD2	FZD2	FZ	34	153
FZD3	FZD3	FZ	23	136
FZD4	FZD4	FZ	40	161
FZD5	FZD5	FZ	28	150
FZD6	FZD6	FZ	19	132
FZD7	FZD7	FZ	44	163
FZD8	FZD8	FZ	30	151
FZD9	FZD9	FZ	34	155
G2E3	G2E3	HECT	371	698
G3BP1	G3BP1	NTF2	11	133
G3BP1	G3BP1	RRM	340	415
G3BP2	G3BP2	NTF2	11	133
G3BP2	G3BP2	RRM	331	409
GAS2L1	GA2L1	Calponin-homology (CH)	27	148
GAS2L1	GA2L1	GAR	203	275
GAS2L2	GA2L2	Calponin-homology (CH)	32	159
GAS2L2	GA2L2	GAR	201	273
GAS2L3	GA2L3	Calponin-homology (CH)	48	168
GAS2L3	GA2L3	GAR	208	281
GAB1	GAB1	PH	5	116
GAB2	GAB2	PH	6	117
GAB3	GAB3	PH	5	117
GAB4	GAB4	PH	39	152
GABPA	GABPA	PNT	168	251
GABBR1	GABR1	Sushi 1	30	96
GABBR1	GABR1	Sushi 2	98	159
GAK	GAK	Protein kinase	40	314
GAK	GAK	Phosphatase tensin-type	399	566
GAK	GAK	C2 tensin-type	572	710
GAK	GAK	J	1247	1311
GALNT1	GALT1	Ricin B-type lectin	429	551
GALNT2	GALT2	Ricin B-type lectin	443	566
GALNT3	GALT3	Ricin B-type lectin	504	630
GALNT4	GALT4	Ricin B-type lectin	444	577
GALNT5	GALT5	Ricin B-type lectin	804	935
GALNT6	GALT6	Ricin B-type lectin	506	622
GALNT7	GALT7	Ricin B-type lectin	532	652
GALNT8	GALT8	Ricin B-type lectin	496	634
GALNT9	GALT9	Ricin B-type lectin	464	600
GAMT	GAMT	RMT2	13	236
MCM3AP	GANP	PCI	775	958
GAN	GAN	BTB	30	99
GAN	GAN	BACK	134	236
GAPVD1	GAPD1	Ras-GAP	147	385
GAPVD1	GAPD1	VPS9	1338	1478
GLIPR2	GAPR1	SCP	14	132
GAREM1	GARE1	SAM	811	876
GAREM2	GARE2	SAM	807	871
GARNL3	GARL3	Rap-GAP	191	407
GARNL3	GARL3	CNH	489	800
GARS1	GARS	WHEP-TRS	63	119
GAS2	GAS2	Calponin-homology (CH)	34	156
GAS2	GAS2	GAR	197	270
GAS6	GAS6	Gla	53	94
GAS6	GAS6	EGF-like 1; calcium-binding	116	154
GAS6	GAS6	EGF-like 2; calcium-binding	156	196
GAS6	GAS6	EGF-like 3; calcium-binding	197	237
GAS6	GAS6	EGF-like 4; calcium-binding	238	278
GAS6	GAS6	Laminin G-like 1	298	470
GAS6	GAS6	Laminin G-like 2	477	670
GAS7	GAS7	SH3	1	62
GAS7	GAS7	WW	77	110
GAS7	GAS7	F-BAR	196	456
GBF1	GBF1	SEC7	693	883
GNG14	GBG14	G protein gamma	69	107
GNG5B	GBG5B	G protein gamma	3	68
GBP1	GBP1	GB1/RHD3-type G	35	278
GBP2	GBP2	GB1/RHD3-type G	35	276
GBP3	GBP3	GB1/RHD3-type G	35	276
GBP4	GBP4	GB1/RHD3-type G	50	292
GBP5	GBP5	GB1/RHD3-type G	35	276
GBP6	GBP6	GB1/RHD3-type G	35	277
GBP7	GBP7	GB1/RHD3-type G	35	277
GCC1	GCC1	GRIP	713	763
GCC2	GCC2	GRIP	1609	1659
GCKR	GCKR	SIS 1	90	286
GCKR	GCKR	SIS 2	320	499
GCNA	GCNA	SprT-like	522	677
ACBD3	GCP60	ACB	83	174
ACBD3	GCP60	GOLD	384	526
NR3C1	GCR	NR LBD	524	758
GCSH	GCSH	Lipoyl-binding	66	148
GUCY1A1	GCYA1	Guanylate cyclase	481	608
GUCY1A2	GCYA2	Guanylate cyclase	521	648
GUCY1B1	GCYB1	Guanylate cyclase	421	554
GUCY1B2	GCYB2	Guanylate cyclase	391	519
GDAP1L1	GD1L1	GST N-terminal	45	126
GDAP1L1	GD1L1	GST C-terminal	174	341
GDAP1	GDAP1	GST N-terminal	24	105
GDAP1	GDAP1	GST C-terminal	153	309
GDAP2	GDAP2	Macro	43	223
GDAP2	GDAP2	CRAL-TRIO	333	481
GDE1	GDE1	GP-PDE	65	331
GDPD1	GDPD1	GP-PDE	40	309
GDPD2	GDPD2	GP-PDE	224	479
GDPD3	GDPD3	GP-PDE	39	308
GDPD4	GDPD4	GP-PDE	198	457
GDPD5	GDPD5	GP-PDE	228	485
GEMIN6	GEMI6	Sm	7	74
GEMIN6	GEMI6	AD	69	167
GEMIN7	GEMI7	SUZ-C	1	29
GEMIN7	GEMI7	Sm	65	131
GFAP	GFAP	IF rod	69	377
GFPT1	GFPT1	Glutamine amidotransferase type-2	2	305
GFPT1	GFPT1	SIS 1	377	516
GFPT1	GFPT1	SIS 2	548	689
GFPT2	GFPT2	Glutamine amidotransferase type-2	2	288
GFPT2	GFPT2	SIS 1	360	499
GFPT2	GFPT2	SIS 2	531	672
GGA1	GGA1	VHS	17	147
GGA1	GGA1	GAT	171	299
GGA1	GGA1	GAE	510	631
GGA2	GGA2	VHS	33	163
GGA2	GGA2	GAT	188	315
GGA2	GGA2	GAE	484	605
GGA3	GGA3	VHS	16	146
GGA3	GGA3	GAT	171	298
GGA3	GGA3	GAE	594	715
GGH	GGH	Gamma-glutamyl hydrolase	25	318
GIGYF1	GGYF1	GYF	474	522
GIGYF2	GGYF2	GYF	533	581
GHR	GHR	Fibronectin type-III	151	254
GID8	GID8	LisH	25	57
GID8	GID8	CTLH	63	120
GIMAP1	GIMA1	AIG1-type G	25	229
GIMAP2	GIMA2	AIG1-type G	20	223
GIMAP4	GIMA4	AIG1-type G	28	230
GIMAP4	GIMA4	IQ	233	262
GIMAP5	GIMA5	AIG1-type G	25	228
GIMAP6	GIMA6	AIG1-type G	38	240
GIMAP7	GIMA7	AIG1-type G	6	210
GIMAP8	GIMA8	AIG1-type G 1	8	210
GIMAP8	GIMA8	AIG1-type G 2	245	435
GIMAP8	GIMA8	AIG1-type G 3	436	644
GIMD1	GIMD1	AIG1-type G	6	217
GIN1	GIN1	Integrase catalytic	135	292
GIPC1	GIPC1	PDZ	133	213
GIPC2	GIPC2	PDZ	117	197
GIPC3	GIPC3	PDZ	112	192
GIT1	GIT1	Arf-GAP	1	124
GIT2	GIT2	Arf-GAP	1	124
GKN1	GKN1	BRICHOS	54	150
GKN2	GKN2	BRICHOS	54	151
GKN3P	GKN3	BRICHOS	53	145
TENT2	GLD2	PAP-associated	386	440
GLDN	GLDN	Collagen-like 1	137	195
GLDN	GLDN	Collagen-like 2	196	222
GLDN	GLDN	Olfactomedin-like	299	546
GLIPR1	GLIP1	SCP	38	175
GLUL	GLNA	GS beta-grasp	24	106
GLUL	GLNA	GS catalytic	113	373
GLOD4	GLOD4	VOC 1	5	145
GLOD4	GLOD4	VOC 2	152	273
GLOD5	GLOD5	VOC	37	157
GLRX	GLRX1	Glutaredoxin	3	106
GLRX2	GLRX2	Glutaredoxin	57	157
GLRX3	GLRX3	Thioredoxin	2	117
GLRX3	GLRX3	Glutaredoxin 1	144	236
GLRX3	GLRX3	Glutaredoxin 2	237	335
GLRX5	GLRX5	Glutaredoxin	42	145
GALNT10	GLT10	Ricin B-type lectin	458	590
GALNT11	GLT11	Ricin B-type lectin	476	607
GALNT12	GLT12	Ricin B-type lectin	445	577
GALNT13	GLT13	Ricin B-type lectin	428	550
GALNT14	GLT14	Ricin B-type lectin	415	550
GALNT15	GLT15	Ricin B-type lectin	504	631
GALNT16	GLT16	Ricin B-type lectin	428	555
GALNT17	GLT17	Ricin B-type lectin	465	594
GALNT18	GLT18	Ricin B-type lectin	469	599
GALNTL6	GLTL6	Ricin B-type lectin	453	585
PRKCSH	GLU2B	LDL-receptor class A 1	37	71
PRKCSH	GLU2B	LDL-receptor class A 2	72	113
PRKCSH	GLU2B	EF-hand 1	209	244
PRKCSH	GLU2B	EF-hand 2	245	290
PRKCSH	GLU2B	MRH	413	514
GLYR1	GLYR1	PWWP	8	66
GMCL1	GMCL1	BTB	108	178
GMCL2	GMCL2	BTB	108	178
GMEB1	GMEB1	SAND	82	166
GMEB2	GMEB2	SAND	81	163
GMFB	GMFB	ADF-H	4	139
GMFG	GMFG	ADF-H	4	139
GMIP	GMIP	F-BAR	81	344
GMIP	GMIP	Rho-GAP	554	757
GML	GML	UPAR/Ly6	29	134
GNA11	GNA11	G-alpha	38	359
GNA12	GNA12	G-alpha	56	381
GNA13	GNA13	G-alpha	47	377
GNA14	GNA14	G-alpha	34	355
GNA15	GNA15	G-alpha	41	374
GNPNAT1	GNA1	N-acetyltransferase	39	184
GNAI1	GNAI1	G-alpha	32	354
GNAI2	GNAI2	G-alpha	32	355
GNAI3	GNAI3	G-alpha	32	354
GNAL	GNAL	G-alpha	41	381
GNAO1	GNAO	G-alpha	32	354
GNAQ	GNAQ	G-alpha	38	359
GNAS	GNAS1	G-alpha	682	1037
GNAS	GNAS2	G-alpha	39	394
GNAT1	GNAT1	G-alpha	28	350
GNAT2	GNAT2	G-alpha	32	354
GNAT3	GNAT3	G-alpha	32	354
GNAZ	GNAZ	G-alpha	32	355
RALGDS	GNDS	N-terminal Ras-GEF	112	249
RALGDS	GNDS	Ras-GEF	386	648
RALGDS	GNDS	Ras-associating	798	885
GNL1	GNL1	CP-type G	178	418
GNL3L	GNL3L	CP-type G	125	310
GNL3	GNL3	CP-type G	131	312
GNLY	GNLY	Saposin B-type	62	142
GNPTAB	GNPTA	DMAP1-binding	699	798
GNPTAB	GNPTA	EF-hand	1005	1040
GNPTG	GNPTG	MRH	69	171
GNPTG	GNPTG	DMAP1-binding	176	279
GOLGA1	GOGA1	GRIP	688	737
GOLGA4	GOGA4	GRIP	2168	2215
RNF130	GOLI	PA	105	176
GON4L	GON4L	PAH 1	1624	1696
GON4L	GON4L	PAH 2	1706	1777
GON4L	GON4L	Myb-like	2148	2201
GOPC	GOPC	PDZ	288	371
GORASP1	GORS1	PDZ GRASP-type 1	15	105
GORASP1	GORS1	PDZ GRASP-type 2	111	199
GORASP2	GORS2	PDZ GRASP-type 1	15	105
GORASP2	GORS2	PDZ GRASP-type 2	111	199
GP1BA	GP1BA	LRRNT	17	47
GP1BA	GP1BA	LRRCT	221	282
GP1BB	GP1BB	LRRNT	27	55
GP1BB	GP1BB	LRRCT	89	143
GP2	GP2	EGF-like	186	230
GP2	GP2	ZP	228	484
GPA33	GPA33	Ig-like V-type	22	134
GPA33	GPA33	Ig-like C2-type	140	227
GPANK1	GPAN1	G-patch	255	301
GPCPD1	GPCP1	CBM20	1	115
GPCPD1	GPCP1	GP-PDE	318	618
GPD2	GPDM	EF-hand 1	623	658
GPD2	GPDM	EF-hand 2	659	694
GP9	GPIX	LRRNT	17	51
GP9	GPIX	LRRCT	85	137
GPKOW	GPKOW	G-patch	164	210
GPKOW	GPKOW	KOW 1	240	267
GPKOW	GPKOW	KOW 2	415	442
GPNMB	GPNMB	PKD	240	327
GLIPR1L1	GPRL1	SCP	39	171
GPSM1	GPSM1	GoLoco 1	495	517
GPSM1	GPSM1	GoLoco 2	548	570
GPSM1	GPSM1	GoLoco 3	596	618
GPSM1	GPSM1	GoLoco 4	630	652
GPSM2	GPSM2	GoLoco 1	489	511
GPSM2	GPSM2	GoLoco 2	544	566
GPSM2	GPSM2	GoLoco 3	594	616
GPSM2	GPSM2	GoLoco 4	628	650
GPSM3	GPSM3	GoLoco 1	62	84
GPSM3	GPSM3	GoLoco 2	104	126
GPSM3	GPSM3	GoLoco 3	132	155
GPATCH11	GPT11	G-patch	95	141
GPATCH1	GPTC1	G-patch	152	198
GPATCH2	GPTC2	G-patch	467	513
GPATCH3	GPTC3	G-patch	410	458
GPATCH4	GPTC4	G-patch	11	57
GPATCH8	GPTC8	G-patch	40	86
GP6	GPVI	Ig-like C2-type 1	26	104
GP6	GPVI	Ig-like C2-type 2	114	196
GP5	GPV	LRRNT	17	50
GP5	GPV	LRRCT	421	474
GZMA	GRAA	Peptidase S1	29	259
GZMB	GRAB	Peptidase S1	21	245
GZMH	GRAH	Peptidase S1	21	244
GZMK	GRAK	Peptidase S1	27	259
GRAMD4	GRAM4	GRAM	445	523
GZMM	GRAM	Peptidase S1	26	254
GCA	GRAN	EF-hand 1	48	83
GCA	GRAN	EF-hand 2	89	122
GCA	GRAN	EF-hand 3	119	154
GCA	GRAN	EF-hand 4	155	180
GRAP2	GRAP2	SH3 1	1	56
GRAP2	GRAP2	SH2	58	149
GRAP2	GRAP2	SH3 2	271	330
GRAPL	GRAPL	SH3	1	58
